"Data Source","World Development Indicators",

"Last Updated Date","2017-03-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"St. Martin (French part)","MAF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","76","68","113","108","97","128","170","164","182","239.8","273.9","297.4","376","437.8","835.4","931.1","924.7","900.2","941.7","916.1","986.9","1048.5","1216.9","1499","1683.7","2045.7","2380.4","2536.4","","","",
"Monaco","MCO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","13","16","9","6","10","9","14","11","15","13.6","20.7","13.3","20","22.7","13.3","24.9","21.6","26.7","37.7","37.6","35.5","29.6","36.1","46.2","42.9","47.1","30.5","34.4","","","",
"Moldova","MDA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","15","156","159","137.1","119.4","108.3","92.1","93.4","151.3","118.5","114","116.5","104.9","173","138.4","148.3","166.2","196.8","174.8","204.1","228","226.6","","","",
"Madagascar","MDG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9","16.6","16","19.9","20.9","42.1","43.4","26.7","51.1","50","58","62.8","108.7","82","85","80.9","95.1","93.9","113.2","","","",
"Maldives","MDV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","1","0","0","1","1.5","0","1.8","2","0.5","5.1","0","2.4","2.3","3.2","5.1","4.7","0.9","3","2.8","6.7","9.1","5.3","","","",
"Middle East & North Africa","MEA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","7680.9322771538","7628.74248512296","7910.76809205883","8408.51526618812","8241.93052645937","8154.62406648105","8425.57514917239","8829.99472815244","9148.71644478723","9517.25095801556","9521.96162489665","10034.4328337985","10272.3766339028","10450.2710739314","17904.9","19006.8","20617.2","22859.6","26309.6","29652.5","35149.7","40310.5","46827.4","54183.5","61141.3","72864.3","78049.5","80218.8","","","",
"Mexico","MEX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","648","","","","740","866","933","884","1046","1038","1082","1336","1502","1663","1937.3","2123.9","2301.7","2658.9","2883.5","4787.7","5193.8","5597.2","6329.9","7135.8","8166.2","9191.4","9348.5","10289","10701","11301.3","11877","12462.8","13112.4","","","",
"Marshall Islands","MHL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","3","1","1","1.8","2","2.6","0","1.2","1.1","1.6","0","2.8","1","0.8","3.7","0.8","1.6","1.7","1.5","1.5","1.5","0.3","","","",
"Middle income","MIC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","24390.5519276873","28154.6892544612","27407.2566321414","28850.8441606126","31981.3520318189","32401.4717467653","33164.0559546236","35730.1605550049","59863.229059077","63415.616809635","61369.8899526205","64336.7743318761","67065.5825864843","69837.4918189042","73999.5232429969","154458.801387534","172922.001316628","182794.259060244","199269.718574398","252800.982419656","323833.556286137","371674.768485747","419995.574046984","481305.677590298","551568.211305741","610674.357466431","697277.496538002","740245.092266433","788068.428798758","","","",
"Macedonia, FYR","MKD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","27","33","30.8","39.1","53.8","37.1","48.8","150.5","164.5","147.7","143.3","244.2","239.7","208.7","253.7","310.3","379.8","312","421","440.4","439.9","","","",
"Mali","MLI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","12","6","12","7","8","8","6","9","13","13.2","15.9","12.9","15.6","10.7","15.8","26","31.1","36.9","32.8","42.8","53.1","53.4","50.4","65.1","61.7","77.2","84.3","64.2","","","",
"Malta","MLT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5","3","11","14","8","12","15","13","18.2","11.5","22.6","20.2","18.6","38.6","45","51.1","74.3","59.4","71.5","77.8","106.5","180.2","151.6","179.7","192.1","238.4","259.2","","","",
"Myanmar","MMR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","8","14","15","9","9","7","13","9","14","15.6","5.2","4.3","5.3","9.9","12.9","11.7","12.6","11.5","15.8","50.7","30.7","36.8","60.2","86.4","55.5","96.4","48.9","38.2","","","",
"Middle East & North Africa (excluding high income)","MNA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","1914.02435029174","1824.99996190608","2016.20006877983","2219.43788915333","2112.25774507576","2283.13929553905","2232.58262380435","2190.1150195472","2426.53074283319","2566.66993540229","2550.47294329631","2785.19694237758","3015.29286432309","3321.27814948408","6804.3","7700.7","8809.8","10384.9","12942.2","15713.5","20209.2","24894.4","30787.9","37348.7","43481.9","53013","56295.6","56863.4","","","",
"Montenegro","MNE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5.9","11.1","12.1","4","11.9","25.5","42.3","63.8","61.4","103.8","130.8","154.2","192.3","","","",
"Mongolia","MNG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","9","12","13","11","12","14","12","14","12","8.3","18.9","16.9","8.6","12.2","23","21.7","24.7","31.3","28","39.4","50.3","101.7","91.9","102.1","93.4","101.8","125","163.9","","","",
"Northern Mariana Islands","MNP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","10","8","8","6","4","8","7","13","7","12.8","6.6","9.5","14.6","13.9","18.1","30.7","20.9","24.4","30.9","34.5","45.3","41.7","45","58.9","44.6","72.9","60.4","67.8","","","",
"Mauritania","MRT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","0","2","1","1","0","4","2","2.1","3.5","2.1","1.7","2.2","5.9","7.4","6.9","4.9","6.4","10.5","7.3","9","5","6.3","6.6","14.6","13.7","16.2","","","",
"Mauritius","MUS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","3","2","8","7","5","8","12","6.4","5.1","3.3","8.2","16.7","49.2","44.5","57.3","45.6","55","56.1","59","58.1","64.9","77","87.9","59","102.6","109.5","","","",
"Malawi","MWI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","21","12","28","24","27","27","15","29","37","38.3","45.5","40.3","30.9","36.4","62.2","67","72.3","76","79.3","81.2","84.6","128.4","145.4","117.6","148","170.9","170.3","156.5","","","",
"Malaysia","MYS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","186","192","208","241","233","260","247","293","345","365.8","362.2","349","387.1","471.4","1248.9","1078.9","1201.6","1335.7","1989.9","2391","3155.6","3850.7","6216.2","8549.7","11280.7","14962.2","15730.5","17720.1","","","",
"North America","NAC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","154456.290332524","199174.770525542","193356.667208996","199090.754593173","209764.778762708","214391.656181024","216959.14306663","223086.304991534","221262.959221194","224376.549667199","217117.873167427","217044.15918867","212573.111321105","212672.430155441","210169.355484651","308935.785065417","308162.438411755","325623.849708058","335679.256566043","375509.409760731","409777.708232597","419138.583382999","428012.466182563","434639.522905061","442419.298223454","453628.123810103","465842.3400541","473268.548323774","470427.409544166","","","",
"Namibia","NAM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","14","11","13","11","17","9.6","18.2","13.3","18.3","14.7","18.7","44.3","37.3","40.9","29.8","49.1","35.9","39.8","34.5","35.8","43.2","50","65.6","79.3","","","",
"New Caledonia","NCL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","9","15","10","14","19","12","22","21","23","20.3","19.6","27.8","25.9","16","28","24.4","18.3","22.8","21.5","22","29.2","29.7","26.9","53.5","67.5","33.1","31.2","35.7","","","",
"Nigeria","NGA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","780","","","","757","976","872","886","864","815","719","666","604","470","449.6","434.7","436.9","401.7","416.5","918.9","873.6","1029.8","1100.8","1266.2","1600.3","2287.7","2818.9","2887.4","3623.8","4063.1","4456.1","3904.8","3653.7","","","",
"Nicaragua","NIC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","4","7","10","5","5","8","7","7","4","4.4","8.9","13.1","6.5","8.3","12.2","11.8","6.2","14.8","16.3","20.6","32.7","22.8","31.3","29.2","32.2","31.7","33.4","28.2","","","",
"Netherlands","NLD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","5993","","","","7079","8251","8192","8581","9736","10176","10106","11060","11360","11961","12089.4","12412.8","12444.3","12500.4","12168.2","17268.2","17387","18337.1","18738.5","20732.5","23481","24054.8","25114","25969.5","27967.6","28272.6","29226.7","30262.1","30412.4","","","",
"Norway","NOR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","1920","","","","2072","2293","2185","2192","2247","2426","2403","2655","2637","2805","2920","2931.8","2964.9","3038.7","3042.5","4644.3","4744.5","4793.7","4913.1","5459.6","6522.5","6940.4","7492.6","7691.5","8615.3","8825.9","9443","10039.8","9853.6","","","",
"Nepal","NPL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","18","14","20","18","20","20","25","21","24","32","29.6","38.7","37.4","39.9","87.3","107","111.4","193.4","190.4","251.6","286.4","331.2","296.6","363.5","356.2","350.7","404.8","442.1","","","",
"Nauru","NRU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.3","0","0","0.2","0.5","0.3","0","1.3","0.9","0","0.7","0","0.3","","","",
"New Zealand","NZL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","1722","","","","1703","1994","1860","2075","1993","2227","2102","2253","2256","2454","2442.3","2575.5","2726.3","2801.7","2915.4","3997.1","4041.9","4058.1","4233","4635.9","5112.6","5444.8","5823.7","6141.2","6380.3","6601.6","7161.5","7398.1","7244.3","","","",
"OECD members","OED","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","334529.996173382","398413.402732936","387498.036170411","404813.249184436","430971.332117569","441880.641048832","449391.754879756","476966.253646747","476962.24438989","498512","498112.6","511911.8","515797.2","526955.5","530671.2","805865.6","814042.4","847750.7","881787.9","976075.4","1077831.5","1124003.7","1163736.6","1194598.4","1236580.2","1266705.8","1313440.7","1351750","1363074.1","","","",
"Oman","OMN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","13","20","27","32","37","42","46","57.1","51.5","63","79.5","89.4","175.2","230.6","229.3","282.4","293.4","314.5","326.3","375.1","372","423.7","472.7","603.3","588.3","657.6","","","",
"Other small states","OSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323.989970478677","531.647971691521","593.619207655563","635.945929328187","692.997868667094","662.479954051155","784.882208877423","798.961281186546","1283.10734357855","1382.43524256809","1513.09605311906","1644.69686950134","1886.50578602791","2189.83572918263","2543.73804168421","2831.32277293919","3221.90760941245","3538.73617468202","4095.08548487029","4265.68361384226","4761.51377217547","5261.46280691034","","","",
"Pakistan","PAK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","161","210","235","263","257","315","277","349","324","313.2","254.9","268.1","268.1","295.9","1017.7","1122.9","1253.6","1282.4","1556.4","2237.6","2787.2","3337.5","3983.9","4944.3","5677.2","6698.7","6980.6","7771.5","","","",
"Panama","PAN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","27","38","36","38","44","35","25","35","35","35.3","33.9","38.2","34.4","44.3","42.1","55.3","44.7","62.9","68.8","81.4","83.9","101.3","118.8","118","121","130","154.8","157.5","","","",
"Peru","PER","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","51","50","68","67","77","70","73","66","64","65.1","69.8","75","65.6","61.8","125.7","128.1","128.5","187","194.4","216.9","284.3","290.6","345.4","397.5","466.8","545.7","563.9","647.8","","","",
"Philippines","PHL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","151","128","127","149","157","148","150","148","141","144.7","157.8","170.4","171.4","175.8","312.3","278.1","366.4","347.5","344","428.4","414.4","457.8","525.9","585.5","652.3","841.5","842.4","915.8","","","",
"Palau","PLW","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.3","2.8","0.7","0.8","2.4","4","3.8","8","3.7","2.6","5.2","1.8","2.2","3.5","","","",
"Papua New Guinea","PNG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","69","59","57","56","48","42","39","40","43","40.5","30.3","28.9","33.8","32.8","56.6","64.6","53.9","54.6","40.2","34.1","40.5","57.6","59.7","43.7","51.3","46","60.6","43.6","","","",
"Poland","POL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","4130","","","","3964","3983","3751","4030","4245","3999","3919","4113","3848","4041","4549.4","4506.9","4565.5","4785.8","5100.2","10948.2","11874.8","13295.1","14423.8","16647","18538.5","20295.6","20379.3","22213.9","22721.8","23706.2","25044.3","27064.7","28753.3","","","",
"Pre-demographic dividend","PRE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2122.93562199632","1919.84294357067","2086.54259309982","2042.28930374458","1866.6678871435","1668.95572631588","1695.44708705105","1674.47475980237","1471.90845092424","1423.87127135433","1372.44637218232","1425.39271807539","1387.85034153155","1348.36279158599","2434.49310900554","2489.08089135704","2759.69938741883","3063.54651317459","3367.9012351979","3977.82810827106","5062.0071453888","6044.73480951285","6305.92893497809","7479.7743672597","8513.90772317944","9626.93372687039","9181.70301840617","9197.13632916707","","","",
"Puerto Rico","PRI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","7","3","2","3","2","1","0","0","0","0.5","2.5","2.2","22.4","52.5","46.1","5.6","73.4","89","125.4","85.9","32.5","76.9","12.2","15.4","22.2","45.3","","","",
"Portugal","PRT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","184","","","","232","370","378","429","510","587","640","712","794","914","990.3","1096.7","1255","1418.4","1710.7","3078.3","3417.1","3700.1","4203","4958.3","5723.4","6969.5","7350.5","8469","9329.2","10283.4","11610.5","12623","13555.6","","","",
"Paraguay","PRY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","6","7","7","9","7","4","10","2","3","6.4","8.7","6.9","9.4","5.3","11.2","15.3","14.6","14.8","25.3","26.8","28.1","31","38.7","36.4","38.3","55.9","57.6","61","","","",
"West Bank and Gaza","PSE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.7","32.4","39.9","49.3","44.3","55","65.4","76.1","90.4","109.6","123.1","126.4","138.7","125.8","","","",
"Pacific island small states","PSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4546344457699","35.250081575289","28.8409758343274","19.2273172228849","22.4318700933658","25.6364229638466","23.5855091267389","38.1860623956724","22.4623896445132","17.774586588267","16.333403891921","25.0834416911644","20.1342424337149","32.3032900584877","41.9730249115218","44.1876820048433","50.3874843269514","55.798220898973","78.6431446728279","86.5684228181517","108.007316262553","113.121868843231","82.9560371517028","97.2","94.5274560324449","92.2689394845101","84.4010454199395","112.807208406311","","","",
"Post-demographic dividend","PST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","326427.380431589","389482.51925928","379407.731701412","396291.176311502","422090.398661691","433312.522502259","440777.517083536","467662.556827366","471365.6227495","492571.448486864","490155.158676936","503114.48036748","506273.593235718","516581.370959039","519948.848917793","788202.537887968","794166.873021172","822667.560845399","852844.031065555","943372.434645256","1041193.3114734","1081928.41928483","1119550.23761382","1147483.33471789","1185792.38496213","1213543.90540395","1256931.76466316","1291869.41062445","1299053.52198238","","","",
"French Polynesia","PYF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","17","20","30","33","24","35","37","32","36","23.5","28.2","22.2","28.5","22.8","44.6","73.1","89","100.8","137.6","167.8","183.6","243.4","279.1","324.5","398.3","457.6","616.2","770.2","","","",
"Romania","ROU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","562","476","393","513","377","395","568","507","675","678","823.5","916.9","847","917.2","2054","1999.3","1997.7","2080","2362.8","3184.6","3273.5","4782.7","6794","8840.6","10394.5","10265","10605.9","11163.6","","","",
"Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","817","19659","21612","18603.5","18553.3","18133.4","17165.6","17145.4","26431.4","26430.6","26299.4","24486.7","25964.7","28158","27237","28285.8","29569.8","30294.2","31607.1","33615.6","33260.4","35542.3","","","",
"Rwanda","RWA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","8","11","10","14","8","4","12","13","10","9.6","5.9","5","6.6","2.7","3.2","4.1","2.7","4.2","9.8","7.3","18","21.7","26.3","33.1","54.2","55.8","62.7","91.1","","","",
"South Asia","SAS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","9934.48006651906","10285.8037408931","9484.66325115613","9345.63887153885","10227.7935681032","9699.80422473611","10040.8324998815","10635.7633241625","10369.794249778","10498.7792520171","9963.94144040719","10266.2457316851","10124.5230128086","10477.4447298564","10781.8053604409","22613.5749067448","23814.9195113677","25623.7729026057","28301.8","31237.8","36487","42496","48509.3","54958.7","62711.5","74043.5","89794.7","98401.1","104307.1","","","",
"Saudi Arabia","SAU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","487","552","569","577","644","613","653","713","734","753.2","734.5","676.2","682.7","604.9","1471.7","1477.3","1518.4","1659.9","1689.2","1724.2","1875.3","2002","2232.9","2895","3755.9","5205","6227.1","7635.6","","","",
"Sudan","SDN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","96","83","92","76","69","66","71","55","48","48.2","45.8","42","52.1","43.1","64.4","57.5","65","85.5","99.9","100.6","108.6","147.6","188.9","264","309.8","341.9","312.4","375.1","","","",
"Senegal","SEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","2","","75","68.1","69.7","61.8","67.3","75.5","117.1","105.6","108.5","166.4","129.8","166.4","139.7","169.9","170.6","177.8","198.8","275","298","295.8","","","",
"Singapore","SGP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","124","","","","289","358","401","410","517","572","599","755","854","1022","1141.4","1141.2","1338.5","1584.2","1897.2","4249","4495.6","4778.6","5342.8","7232.1","7757.1","7985.6","8015.1","8468.4","8799.7","9617","9896.5","10602.3","10658.5","","","",
"Solomon Islands","SLB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","1","2","2","5","3","2","3","0.7","1.8","4.5","4.4","7.7","3.8","2.2","0.9","4.9","2.6","3.1","6.6","4.3","2.9","3.4","7.8","7.4","5","4.3","","","",
"Sierra Leone","SLE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","10","12","15","6","9","10","9","5","6","3.8","10.4","9.3","2.2","1.3","4.5","3.6","3.4","2.5","4.4","6.5","5.1","5.7","9.1","10.9","12.2","13.9","16.3","15","","","",
"El Salvador","SLV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","5","3","6","2","1","2","3","1.9","3.7","1.9","0","1.1","8.2","15.6","16.1","11.9","27.4","23.3","24.7","15.3","21.4","38.3","53.6","41.8","39.6","35.4","","","",
"San Marino","SMR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0.5","0.8","0.8","0.2","2.2","1.1","0","0.2","0.6","1.3","0.7","1.9","4.8","1.4","1.3","2.3","5.7","6.8","","","",
"Somalia","SOM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","7","8","8","13","9","8","6","3","3","1.4","0.8","0.5","0","0.5","0.3","0","0.7","1.8","1.1","0","1","0","1.1","1.8","3.2","2.9","1.4","6.3","","","",
"Serbia","SRB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1178.3","1123.9","1187.8","1227","1260","1787.7","1819","2477","2897.3","3509.8","3947.7","4711.8","5599.4","5169.1","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","3748.67580761637","4779.46895748516","4636.48440442357","4658.53789762695","4586.41783594055","4416.20241989813","4464.08017415581","4403.71257096135","4330.87233467418","4264.3394903585","4090.7801622084","3947.47644181657","4014.83020171845","3970.42776158758","4045.49228624165","6654.2336344395","6817.78352193976","7557.62194095632","7835.30089355935","8704.14771465496","9597.2854976823","11356.1437167501","12649.2105501067","13303.5515862027","15350.2829604118","16953.8400279863","19004.8130307453","19183.5940132265","20148.3990452406","","","",
"South Sudan","SSD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","3748.62696790565","4779.4066880617","4637.50655547135","4659.56491054833","4587.42894940231","4417.17600797413","4465.06431727576","4404.69748035221","4331.85816458924","4265.32614574266","4096.33798606371","3952.52876211154","4016.54510441937","3973.15415859086","4047.20693763268","6659.18314725093","6821.72073402385","7564.59327369369","7845.0031768052","8709.19574617088","9602.23127950402","11365.2353809953","12661.6392921917","13315.2712011847","15357.4472620613","16961.7105613938","19014.8057142591","19193.4852943873","20163.9549207763","","","",
"Small states","SST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485.700715482299","709.123044604157","770.645135231915","807.561018570494","836.290550279017","820.906404253361","932.772152158493","947.146530382711","1555.30664762088","1729.13381600901","1861.51414472864","2028.09467878471","2321.34676461672","2660.19483797876","3008.39760830366","3384.51178310993","3760.80966585025","4138.54282778546","4620.98835555137","4862.91714910063","5361.02935044679","5825.44200179289","","","",
"Sao Tome and Principe","STP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.3","0","0.3","0","0.4","0.8","0.6","1.9","0.6","0.3","1","1.3","0","1.3","2.2","0","0.5","1.2","","","",
"Suriname","SUR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","2","5","2","2","2","3","3","1.3","2.6","2.6","1.8","3.4","2.6","4.3","3.4","3.4","4.6","4.8","5.2","5.8","5.1","4.5","6.7","4.2","9.5","15.2","","","",
"Slovak Republic","SVK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","44","","1151","1079.2","1140.2","1069.7","1140.4","979.4","1971.1","1989.6","2049.4","2082.5","2272.6","2480.5","2593.7","2721.2","3287.2","3106","3452.4","3795.4","4184.2","4729.9","","","",
"Slovenia","SVN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","10","404","459","434.3","476.6","603.2","622.9","707.8","1631.1","1539.8","1710","1986.8","1879.8","2310.8","2391.2","2658.6","2976","3183.3","3218.9","3624.3","3550.4","3514.2","","","",
"Sweden","SWE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","5846","","","","6698","7656","7378","7573","8126","8172","8139","8273","8547","8972","9287.2","9557.9","9655.1","9835","9889.7","13764.6","13952.4","13584.3","14034.4","14991.1","16147.3","16427.5","16506","16286.6","16831.5","17307","17948.8","18864.1","19361.8","","","",
"Swaziland","SWZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","6","5","8","6","5","9","4","4","5.2","6.3","5","6.3","4.3","15.6","7.1","13.3","14.5","11.3","18.8","17.3","14.8","27.5","35.7","54.9","47.1","35.3","37.9","","","",
"Sint Maarten (Dutch part)","SXM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
